city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Rifton,Rifton,,46.6007,-118.3411,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840119610
East Hoquiam,East Hoquiam,,46.9751,-123.8654,United States,US,USA,Washington,Washington,US-WA,state,,1010.2,,,4,America/Los_Angeles,False,1840120223
Havillah,Havillah,,48.8279,-119.2042,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840120540
Schneiders Prairie,Schneiders Prairie,,47.0795,-123.0193,United States,US,USA,Washington,Washington,US-WA,state,,140.2,,,4,America/Los_Angeles,False,1840120369
Greenwood,Greenwood,,46.984,-123.3665,United States,US,USA,Washington,Washington,US-WA,state,,74.3,,,4,America/Los_Angeles,False,1840151124
Orchard Prairie,Orchard Prairie,,47.7318,-117.3144,United States,US,USA,Washington,Washington,US-WA,state,,57.5,,,4,America/Los_Angeles,False,1840120407
Hatch,Hatch,,46.2743,-118.6705,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120397
Glade,Glade,,46.336,-119.1111,United States,US,USA,Washington,Washington,US-WA,state,,3.0,,,5,America/Los_Angeles,False,1840119780
Ridgefield,Ridgefield,,45.8114,-122.705,United States,US,USA,Washington,Washington,US-WA,state,,481.0,9153.0,9153.0,3,America/Los_Angeles,False,1840019909
Wilderness Rim,Wilderness Rim,,47.4463,-121.7691,United States,US,USA,Washington,Washington,US-WA,state,,1013.0,1633.0,1633.0,3,America/Los_Angeles,False,1840042145
Stampede,Stampede,,47.2629,-121.3665,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120657
Tiger,Tiger,,48.6916,-117.4077,United States,US,USA,Washington,Washington,US-WA,state,,26.3,,,4,America/Los_Angeles,False,1840037834
Cedonia,Cedonia,,48.1538,-118.1692,United States,US,USA,Washington,Washington,US-WA,state,,22.2,,,4,America/Los_Angeles,False,1840037537
Lowman Beach Park,Lowman Beach Park,,47.5407,-122.396,United States,US,USA,Washington,Washington,US-WA,state,,2590.3,,,4,America/Los_Angeles,False,1840120273
Lummi Island,Lummi Island,,48.7246,-122.6863,United States,US,USA,Washington,Washington,US-WA,state,,126.3,,,4,America/Los_Angeles,False,1840120274
Lowden,Lowden,,46.0562,-118.5858,United States,US,USA,Washington,Washington,US-WA,state,,9.9,,,5,America/Los_Angeles,False,1840120272
Dahlia,Dahlia,,46.2612,-123.6143,United States,US,USA,Washington,Washington,US-WA,state,,3.5,,,5,America/Los_Angeles,False,1840119712
Davis,Davis,,46.6618,-123.4254,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119714
Curry,Curry,,46.6501,-118.8275,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119710
Boistfort,Boistfort,,46.5351,-123.1337,United States,US,USA,Washington,Washington,US-WA,state,,22.6,,,4,America/Los_Angeles,False,1840037530
Port Williams,Port Williams,,48.0968,-123.0457,United States,US,USA,Washington,Washington,US-WA,state,,4.1,,,5,America/Los_Angeles,False,1840120629
Glacier,Glacier,,48.8902,-121.9323,United States,US,USA,Washington,Washington,US-WA,state,,20.0,154.0,154.0,3,America/Los_Angeles,False,1840017292
Randle,Randle,,46.5351,-121.957,United States,US,USA,Washington,Washington,US-WA,state,,29.6,,,4,America/Los_Angeles,False,1840037809
Crosby,Crosby,,47.582,-122.866,United States,US,USA,Washington,Washington,US-WA,state,,65.4,,,4,America/Los_Angeles,False,1840120475
Grand Mound,Grand Mound,,46.8053,-123.0119,United States,US,USA,Washington,Washington,US-WA,state,,331.0,3373.0,3373.0,3,America/Los_Angeles,False,1840017366
Graham,Graham,,47.0407,-122.2756,United States,US,USA,Washington,Washington,US-WA,state,,319.0,28976.0,28976.0,3,America/Los_Angeles,False,1840017365
Anglin,Anglin,,48.6568,-119.2892,United States,US,USA,Washington,Washington,US-WA,state,,6.6,,,5,America/Los_Angeles,False,1840120417
Desert Aire,Desert Aire,,46.6873,-119.9311,United States,US,USA,Washington,Washington,US-WA,state,,308.0,2712.0,2712.0,3,America/Los_Angeles,False,1840037611
Carlson,Carlson,,46.7001,-122.1996,United States,US,USA,Washington,Washington,US-WA,state,,8.8,,,5,America/Los_Angeles,False,1840120451
Carlton,Carlton,,48.2482,-120.1162,United States,US,USA,Washington,Washington,US-WA,state,,24.6,,,4,America/Los_Angeles,False,1840037751
Suquamish,Suquamish,,47.7237,-122.583,United States,US,USA,Washington,Washington,US-WA,state,,248.0,4395.0,4395.0,3,America/Los_Angeles,False,1840018411
Sunnyslope,Sunnyslope,,47.4913,-120.3492,United States,US,USA,Washington,Washington,US-WA,state,,178.0,3704.0,3704.0,3,America/Los_Angeles,False,1840136960
Leland,Leland,,47.8918,-122.8866,United States,US,USA,Washington,Washington,US-WA,state,,7.1,,,5,America/Los_Angeles,False,1840037785
Pe Ell,Pe Ell,,46.5712,-123.2982,United States,US,USA,Washington,Washington,US-WA,state,,440.0,675.0,675.0,3,America/Los_Angeles,False,1840022321
Rice,Rice,,48.4288,-118.1703,United States,US,USA,Washington,Washington,US-WA,state,,13.4,,,4,America/Los_Angeles,False,1840037810
Woodruff Mill,Woodruff Mill,,45.8573,-121.1495,United States,US,USA,Washington,Washington,US-WA,state,,10.3,,,4,America/Los_Angeles,False,1840120709
Port Gamble,Port Gamble,,47.8543,-122.5838,United States,US,USA,Washington,Washington,US-WA,state,,138.5,,,4,America/Los_Angeles,False,1840037702
Point White,Point White,,47.592,-122.566,United States,US,USA,Washington,Washington,US-WA,state,,415.5,,,4,America/Los_Angeles,False,1840120311
Bedford,Bedford,,46.6612,-123.4679,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119650
Lost Creek,Lost Creek,,48.6094,-117.3636,United States,US,USA,Washington,Washington,US-WA,state,,15.2,,,4,America/Los_Angeles,False,1840037790
Wallula,Wallula,,46.0847,-118.9056,United States,US,USA,Washington,Washington,US-WA,state,,1260.0,342.0,342.0,3,America/Los_Angeles,False,1840018489
Waller,Waller,,47.2035,-122.3699,United States,US,USA,Washington,Washington,US-WA,state,,371.0,7647.0,7647.0,3,America/Los_Angeles,False,1840037889
Sunrise,Sunrise,,46.9148,-121.6423,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120662
Towal,Towal,,45.7512,-120.6039,United States,US,USA,Washington,Washington,US-WA,state,,0.9,,,5,America/Los_Angeles,False,1840120074
Touhey,Touhey,,47.754,-119.7117,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120073
Trinidad,Trinidad,,47.2299,-120.0006,United States,US,USA,Washington,Washington,US-WA,state,,10.0,,,5,America/Los_Angeles,False,1840120076
Thrall,Thrall,,46.9304,-120.5112,United States,US,USA,Washington,Washington,US-WA,state,,16.4,,,4,America/Los_Angeles,False,1840120069
Tono,Tono,,46.7759,-122.824,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840120072
Echo,Echo,,48.648,-117.9328,United States,US,USA,Washington,Washington,US-WA,state,,30.8,,,4,America/Los_Angeles,False,1840120499
Freeland,Freeland,,48.0185,-122.5358,United States,US,USA,Washington,Washington,US-WA,state,,214.0,2154.0,2154.0,3,America/Los_Angeles,False,1840017317
Bangor Base,Bangor Base,,47.7227,-122.7146,United States,US,USA,Washington,Washington,US-WA,state,,226.0,6506.0,6506.0,3,America/Los_Angeles,False,1840036750
Lynnwood,Lynnwood,,47.8284,-122.3033,United States,US,USA,Washington,Washington,US-WA,state,,1918.0,39141.0,39141.0,3,America/Los_Angeles,False,1840019788
Edgecomb,Edgecomb,,48.1518,-122.1407,United States,US,USA,Washington,Washington,US-WA,state,,1479.8,,,4,America/Los_Angeles,False,1840120718
Rollingbay,Rollingbay,,47.6645,-122.5101,United States,US,USA,Washington,Washington,US-WA,state,,473.0,,,4,America/Los_Angeles,False,1840037508
Saint Martins Hot Springs,Saint Martins Hot Springs,,45.7276,-121.7967,United States,US,USA,Washington,Washington,US-WA,state,,15.4,,,4,America/Los_Angeles,False,1840120322
Rye,Rye,,45.6751,-122.6301,United States,US,USA,Washington,Washington,US-WA,state,,738.4,,,4,America/Los_Angeles,False,1840151477
Chimacum,Chimacum,,48.0109,-122.7688,United States,US,USA,Washington,Washington,US-WA,state,,66.9,,,4,America/Los_Angeles,False,1840037755
Lavilla,Lavilla,,47.697,-122.2751,United States,US,USA,Washington,Washington,US-WA,state,,2132.7,,,4,America/Los_Angeles,False,1840120268
Bothell East,Bothell East,,47.8064,-122.1845,United States,US,USA,Washington,Washington,US-WA,state,,2148.0,11665.0,11665.0,2,America/Los_Angeles,False,1840041892
Bethel,Bethel,,47.4874,-122.6175,United States,US,USA,Washington,Washington,US-WA,state,,470.0,3851.0,3851.0,3,America/Los_Angeles,False,1840023792
Anderson Island,Anderson Island,,47.1579,-122.7041,United States,US,USA,Washington,Washington,US-WA,state,,57.0,1181.0,1181.0,3,America/Los_Angeles,False,1840041888
Amanda Park,Amanda Park,,47.4532,-123.9194,United States,US,USA,Washington,Washington,US-WA,state,,4.0,92.0,92.0,3,America/Los_Angeles,False,1840023816
Altoona,Altoona,,46.2699,-123.6144,United States,US,USA,Washington,Washington,US-WA,state,,3.0,48.0,48.0,3,America/Los_Angeles,False,1840023875
Alder,Alder,,46.7872,-122.2666,United States,US,USA,Washington,Washington,US-WA,state,,19.0,161.0,161.0,3,America/Los_Angeles,False,1840023829
Agnew,Agnew,,48.1056,-123.2485,United States,US,USA,Washington,Washington,US-WA,state,,151.5,,,4,America/Los_Angeles,False,1840120411
South Cle Elum,South Cle Elum,,47.1862,-120.9526,United States,US,USA,Washington,Washington,US-WA,state,,538.0,559.0,559.0,3,America/Los_Angeles,False,1840022304
Fairfax,Fairfax,,47.0104,-122.0162,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840120508
Carlsborg,Carlsborg,,48.0842,-123.1697,United States,US,USA,Washington,Washington,US-WA,state,,271.0,745.0,745.0,3,America/Los_Angeles,False,1840017319
Lake Stickney,Lake Stickney,,47.8709,-122.2596,United States,US,USA,Washington,Washington,US-WA,state,,2583.0,10230.0,10230.0,2,America/Los_Angeles,False,1840037894
Cabin Creek,Cabin Creek,,47.2415,-121.2312,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120446
North Lynnwood,North Lynnwood,,47.8533,-122.2762,United States,US,USA,Washington,Washington,US-WA,state,,2916.0,23620.0,23620.0,2,America/Los_Angeles,False,1840037895
Loomis,Loomis,,48.8235,-119.6398,United States,US,USA,Washington,Washington,US-WA,state,,47.0,107.0,107.0,3,America/Los_Angeles,False,1840025235
Jamestown,Jamestown,,48.1229,-123.0911,United States,US,USA,Washington,Washington,US-WA,state,,261.0,395.0,395.0,3,America/Los_Angeles,False,1840037668
Welland,Welland,,46.2276,-118.7467,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120109
Brady,Brady,,47.0064,-123.5321,United States,US,USA,Washington,Washington,US-WA,state,,56.0,902.0,902.0,3,America/Los_Angeles,False,1840017357
Lacamas,Lacamas,,46.5609,-122.6518,United States,US,USA,Washington,Washington,US-WA,state,,25.5,,,4,America/Los_Angeles,False,1840120566
Mirrormont,Mirrormont,,47.4616,-121.9936,United States,US,USA,Washington,Washington,US-WA,state,,140.0,3780.0,3780.0,3,America/Los_Angeles,False,1840037876
Moclips,Moclips,,47.2348,-124.2025,United States,US,USA,Washington,Washington,US-WA,state,,10.0,47.0,47.0,3,America/Los_Angeles,False,1840018442
Sunlight Beach,Sunlight Beach,,47.9909,-122.4804,United States,US,USA,Washington,Washington,US-WA,state,,132.9,,,4,America/Los_Angeles,False,1840120339
Sunny Shores,Sunny Shores,,48.1084,-122.3463,United States,US,USA,Washington,Washington,US-WA,state,,75.9,,,4,America/Los_Angeles,False,1840120340
Barco,Barco,,48.2804,-121.6726,United States,US,USA,Washington,Washington,US-WA,state,,32.7,,,4,America/Los_Angeles,False,1840120425
Barker,Barker,,48.5774,-119.482,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840120426
Cherokee,Cherokee,,48.4507,-119.4664,United States,US,USA,Washington,Washington,US-WA,state,,32.8,,,4,America/Los_Angeles,False,1840120454
Chesaw,Chesaw,,48.946,-119.0514,United States,US,USA,Washington,Washington,US-WA,state,,26.2,,,4,America/Los_Angeles,False,1840037754
Outlook,Outlook,,46.3311,-120.0927,United States,US,USA,Washington,Washington,US-WA,state,,143.0,48.0,48.0,3,America/Los_Angeles,False,1840023855
Clinton Park,Clinton Park,,47.1679,-122.5285,United States,US,USA,Washington,Washington,US-WA,state,,1583.1,,,4,America/Los_Angeles,False,1840120207
Clarkston Heights,Clarkston Heights,,46.3963,-117.0824,United States,US,USA,Washington,Washington,US-WA,state,,545.3,,,3,America/Los_Angeles,False,1840037631
Barham,Barham,,47.084,-119.0131,United States,US,USA,Washington,Washington,US-WA,state,,1.2,,,5,America/Los_Angeles,False,1840119643
Balch,Balch,,46.8145,-123.2432,United States,US,USA,Washington,Washington,US-WA,state,,6.6,,,5,America/Los_Angeles,False,1840119639
Balder,Balder,,47.1827,-117.4055,United States,US,USA,Washington,Washington,US-WA,state,,0.6,,,5,America/Los_Angeles,False,1840119640
Ballow,Ballow,,47.2404,-122.8671,United States,US,USA,Washington,Washington,US-WA,state,,26.5,,,4,America/Los_Angeles,False,1840119641
Banner,Banner,,47.4887,-122.5429,United States,US,USA,Washington,Washington,US-WA,state,,83.4,,,4,America/Los_Angeles,False,1840119642
Benton City,Benton City,,46.2623,-119.4812,United States,US,USA,Washington,Washington,US-WA,state,,546.0,4763.0,3495.0,3,America/Los_Angeles,False,1840018480
Baileysburg,Baileysburg,,46.299,-117.9527,United States,US,USA,Washington,Washington,US-WA,state,,43.7,,,4,America/Los_Angeles,False,1840119637
Baker Heights,Baker Heights,,48.4354,-122.2529,United States,US,USA,Washington,Washington,US-WA,state,,38.3,,,4,America/Los_Angeles,False,1840119638
Helen,Helen,,46.6268,-119.6056,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119811
Harpole,Harpole,,46.9282,-117.4166,United States,US,USA,Washington,Washington,US-WA,state,,1.8,,,5,America/Los_Angeles,False,1840119806
Kooskooskie,Kooskooskie,,46.0101,-118.1202,United States,US,USA,Washington,Washington,US-WA,state,,17.3,,,4,America/Los_Angeles,False,1840120262
Klipsan Beach,Klipsan Beach,,46.4665,-124.0529,United States,US,USA,Washington,Washington,US-WA,state,,201.7,,,4,America/Los_Angeles,False,1840120260
Knapp,Knapp,,45.7379,-122.7326,United States,US,USA,Washington,Washington,US-WA,state,,58.8,,,4,America/Los_Angeles,False,1840120261
Klickitat Springs,Klickitat Springs,,45.821,-121.1173,United States,US,USA,Washington,Washington,US-WA,state,,0.9,,,5,America/Los_Angeles,False,1840120259
Kiona,Kiona,,46.2496,-119.4775,United States,US,USA,Washington,Washington,US-WA,state,,126.8,,,4,America/Los_Angeles,False,1840120258
Turner,Turner,,46.4124,-117.8547,United States,US,USA,Washington,Washington,US-WA,state,,13.1,,,4,America/Los_Angeles,False,1840037513
Diamond City,Diamond City,,48.6166,-117.29,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120484
Diablo,Diablo,,48.7135,-121.1412,United States,US,USA,Washington,Washington,US-WA,state,,30.7,,,4,America/Los_Angeles,False,1840037762
Hintzville,Hintzville,,47.564,-122.8915,United States,US,USA,Washington,Washington,US-WA,state,,135.4,,,4,America/Los_Angeles,False,1840120544
Prosser,Prosser,,46.2068,-119.7662,United States,US,USA,Washington,Washington,US-WA,state,,530.0,6380.0,6380.0,3,America/Los_Angeles,False,1840019890
Myers,Myers,,46.7215,-118.7619,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840119915
Murnen,Murnen,,46.629,-123.3229,United States,US,USA,Washington,Washington,US-WA,state,,26.6,,,4,America/Los_Angeles,False,1840119914
Nass,Nass,,46.3387,-120.1462,United States,US,USA,Washington,Washington,US-WA,state,,28.0,,,4,America/Los_Angeles,False,1840119918
Nancy,Nancy,,46.6646,-119.5698,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119917
Nallpee,Nallpee,,46.5582,-123.6124,United States,US,USA,Washington,Washington,US-WA,state,,3.5,,,5,America/Los_Angeles,False,1840119916
Nemah,Nemah,,46.512,-123.886,United States,US,USA,Washington,Washington,US-WA,state,,2.6,,,5,America/Los_Angeles,False,1840037577
Wenatchee Heights,Wenatchee Heights,,47.3598,-120.2873,United States,US,USA,Washington,Washington,US-WA,state,,18.7,,,4,America/Los_Angeles,False,1840120694
Wenas,Wenas,,46.8726,-120.774,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840120693
Penawawa,Penawawa,,46.7049,-117.6888,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840120184
Howard,Howard,,47.8979,-119.8248,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840120548
Dusty,Dusty,,46.8102,-117.6519,United States,US,USA,Washington,Washington,US-WA,state,,2.0,,,5,America/Los_Angeles,False,1840037642
Eagledale,Eagledale,,47.6143,-122.5154,United States,US,USA,Washington,Washington,US-WA,state,,447.1,,,4,America/Los_Angeles,False,1840037643
Dunlap,Dunlap,,47.5315,-122.2696,United States,US,USA,Washington,Washington,US-WA,state,,3820.9,,,4,America/Los_Angeles,False,1840120221
Dungeness,Dungeness,,48.1468,-123.1232,United States,US,USA,Washington,Washington,US-WA,state,,221.4,,,4,America/Los_Angeles,False,1840037641
East Aberdeen,East Aberdeen,,46.9779,-123.8021,United States,US,USA,Washington,Washington,US-WA,state,,667.6,,,4,America/Los_Angeles,False,1840120222
Halterman,Halterman,,48.2693,-121.8837,United States,US,USA,Washington,Washington,US-WA,state,,12.0,,,4,America/Los_Angeles,False,1840120534
Edwards,Edwards,,46.5496,-119.0047,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840119738
East Selah,East Selah,,46.6646,-120.4878,United States,US,USA,Washington,Washington,US-WA,state,,239.5,,,4,America/Los_Angeles,False,1840119731
East White Bluffs,East White Bluffs,,46.6735,-119.4611,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119732
Eastman,Eastman,,46.1346,-118.1402,United States,US,USA,Washington,Washington,US-WA,state,,8.3,,,5,America/Los_Angeles,False,1840119733
Eastward,Eastward,,47.1454,-122.6232,United States,US,USA,Washington,Washington,US-WA,state,,1.9,,,5,America/Los_Angeles,False,1840119734
Edgemont,Edgemont,,46.9248,-120.4609,United States,US,USA,Washington,Washington,US-WA,state,,23.9,,,4,America/Los_Angeles,False,1840119736
